peak_1	h_1	k_1	l_1	peak_2	h_2	k_2	l_2	peak_3	h_3	k_3	l_3	peak_4	h_4	k_4	l_4	peak_5	h_5	k_5	l_5	peak_6	h_6	k_6	l_6	space_code
2.98066	2.0	2.0	-1.0	2.941226	2.0	2.0	1.0	3.64276	2.0	2.0	0.0	2.492767	0.0	4.0	1.0	2.541077	0.0	0.0	2.0	1.768361	2.0	6.0	0.0	2
2.974099	3.0	1.0	-4.0	3.006754	1.0	1.0	4.0	3.13	0.0	2.0	0.0	2.819078	4.0	0.0	0.0	3.072127	0.0	2.0	1.0	2.726677	3.0	1.0	2.0	2
2.988914	3.0	1.0	-4.0	2.985352	1.0	1.0	4.0	3.131	0.0	2.0	0.0	2.807285	4.0	0.0	0.0	3.072409	0.0	2.0	1.0	2.706853	3.0	1.0	2.0	2
2.783083	2.0	4.0	0.0	3.192546	1.0	1.0	-2.0	2.814643	4.0	0.0	0.0	5.629285	2.0	0.0	0.0	0.770305	1.0	7.0	7.0	6.4035	0.0	2.0	0.0	2
2.812295	0.0	0.0	2.0	2.92093	2.0	0.0	-2.0	4.158799	1.0	1.0	0.0	2.429809	3.0	1.0	-1.0	2.627104	1.0	1.0	-2.0	3.02739	1.0	1.0	1.0	2
2.811532	0.0	0.0	2.0	4.159875	1.0	1.0	0.0	2.919032	2.0	0.0	-2.0	2.429793	3.0	1.0	-1.0	2.6262	1.0	1.0	-2.0	3.027991	1.0	1.0	1.0	2
2.812088	0.0	0.0	2.0	4.159943	1.0	1.0	0.0	2.915448	2.0	0.0	-2.0	2.428271	3.0	1.0	-1.0	2.625038	1.0	1.0	-2.0	3.029443	1.0	1.0	1.0	2
2.812295	0.0	0.0	2.0	2.92093	2.0	0.0	-2.0	4.158799	1.0	1.0	0.0	2.429809	3.0	1.0	-1.0	2.627104	1.0	1.0	-2.0	3.02739	1.0	1.0	1.0	2
9.485804	1.0	1.0	0.0	2.775996	2.0	4.0	0.0	3.161935	3.0	3.0	0.0	2.633863	6.0	0.0	0.0	5.93	0.0	2.0	0.0	3.053169	1.0	1.0	2.0	2
9.482645	1.0	1.0	0.0	5.927	0.0	2.0	0.0	2.774756	2.0	4.0	0.0	2.633794	6.0	0.0	0.0	3.160882	3.0	3.0	0.0	3.142716	2.0	0.0	-2.0	2
3.143568	2.0	2.0	-4.0	3.36713	7.0	1.0	-2.0	3.657491	0.0	0.0	6.0	2.62619	0.0	2.0	6.0	4.279437	5.0	1.0	-2.0	3.349138	2.0	2.0	2.0	2
3.60683	2.0	0.0	0.0	3.063633	0.0	2.0	2.0	3.093841	1.0	1.0	-3.0	5.365974	1.0	1.0	0.0	2.645121	2.0	2.0	-2.0	2.113364	2.0	2.0	2.0	2
6.9935	0.0	2.0	0.0	3.111289	2.0	2.0	-4.0	3.118182	2.0	2.0	2.0	3.49675	0.0	4.0	0.0	8.596783	0.0	0.0	2.0	3.48362	2.0	0.0	2.0	2
2.940788	2.0	2.0	1.0	2.918517	4.0	0.0	-2.0	2.800551	0.0	0.0	4.0	1.80181	6.0	2.0	-1.0	1.745491	2.0	2.0	5.0	2.515431	2.0	2.0	-3.0	2
2.939869	2.0	2.0	1.0	2.917849	4.0	0.0	-2.0	2.79699	0.0	0.0	4.0	1.801476	6.0	2.0	-1.0	1.743748	2.0	2.0	5.0	2.514335	2.0	2.0	-3.0	2
2.930785	2.0	2.0	1.0	2.916605	4.0	0.0	-2.0	2.824219	0.0	0.0	4.0	1.797173	6.0	2.0	-1.0	1.753449	2.0	2.0	5.0	2.513066	2.0	2.0	-3.0	2
2.968209	2.0	2.0	-1.0	2.907865	3.0	1.0	0.0	4.266687	1.0	1.0	-1.0	6.403139	1.0	1.0	0.0	3.447738	1.0	1.0	1.0	2.411956	2.0	2.0	1.0	2
7.09	0.0	2.0	0.0	0.770307	10.0	8.0	-8.0	3.102849	2.0	2.0	-4.0	3.102685	2.0	2.0	2.0	3.545	0.0	4.0	0.0	3.450638	2.0	0.0	2.0	2
4.765112	2.0	0.0	-2.0	4.669762	2.0	0.0	0.0	2.950322	4.0	0.0	-2.0	2.656273	1.0	1.0	-3.0	3.566143	1.0	1.0	1.0	3.924983	0.0	0.0	2.0	2
7.245167	1.0	1.0	0.0	4.599607	0.0	2.0	2.0	3.504676	2.0	2.0	1.0	4.557088	2.0	0.0	0.0	3.745278	0.0	2.0	3.0	5.084733	1.0	1.0	2.0	2
2.632212	1.0	3.0	-1.0	3.089186	2.0	2.0	-1.0	2.878621	3.0	1.0	0.0	6.45455	1.0	1.0	0.0	4.548376	2.0	0.0	0.0	3.227275	2.0	2.0	0.0	2
2.50585	1.0	3.0	-1.0	2.883902	2.0	2.0	-1.0	2.878458	3.0	1.0	0.0	2.417021	0.0	0.0	2.0	4.567005	2.0	0.0	0.0	2.070031	3.0	3.0	-1.0	2
3.911785	2.0	6.0	0.0	6.111847	2.0	2.0	0.0	3.710668	0.0	4.0	2.0	2.768215	0.0	8.0	2.0	5.536429	0.0	4.0	1.0	3.534228	2.0	2.0	-2.0	2
7.856681	1.0	1.0	0.0	5.326654	0.0	2.0	2.0	4.996579	1.0	3.0	0.0	3.928341	2.0	2.0	0.0	5.189693	1.0	1.0	-2.0	3.899586	1.0	3.0	2.0	2
9.319527	1.0	1.0	-1.0	7.745986	1.0	1.0	1.0	7.627888	2.0	0.0	0.0	5.104813	1.0	1.0	-3.0	4.218514	3.0	1.0	1.0	7.904014	0.0	0.0	2.0	2
7.395202	2.0	0.0	0.0	2.97665	2.0	2.0	1.0	3.048672	2.0	2.0	-1.0	6.835451	1.0	1.0	0.0	3.288202	4.0	0.0	-1.0	4.729768	1.0	1.0	-1.0	1
2.709661	1.0	5.0	1.0	8.420052	1.0	1.0	0.0	3.124001	3.0	1.0	0.0	2.534121	2.0	0.0	-2.0	3.385645	1.0	3.0	1.0	9.039	0.0	2.0	0.0	1
2.71008	1.0	5.0	1.0	8.420881	1.0	1.0	0.0	3.124382	3.0	1.0	0.0	2.533122	2.0	0.0	-2.0	3.386463	1.0	3.0	1.0	9.039	0.0	2.0	0.0	1
2.707619	1.0	5.0	1.0	8.428372	1.0	1.0	0.0	3.1282	3.0	1.0	0.0	2.53669	2.0	0.0	-2.0	3.382607	1.0	3.0	1.0	2.594201	0.0	6.0	1.0	1
2.705867	1.0	5.0	1.0	8.423012	1.0	1.0	0.0	3.125859	3.0	1.0	0.0	2.537259	2.0	0.0	-2.0	3.379508	1.0	3.0	1.0	2.593445	0.0	6.0	1.0	1
2.710828	1.0	5.0	1.0	8.439285	1.0	1.0	0.0	3.132018	3.0	1.0	0.0	2.537299	2.0	0.0	-2.0	3.385822	1.0	3.0	1.0	2.597477	0.0	6.0	1.0	1
2.709606	1.0	5.0	1.0	8.436161	1.0	1.0	0.0	3.130913	3.0	1.0	0.0	2.536477	2.0	0.0	-2.0	3.384278	1.0	3.0	1.0	9.045	0.0	2.0	0.0	1
8.453176	1.0	1.0	0.0	2.716937	1.0	5.0	1.0	3.136709	3.0	1.0	0.0	2.543706	2.0	0.0	-2.0	3.39343	1.0	3.0	1.0	2.347829	3.0	5.0	-1.0	1
8.457333	1.0	1.0	0.0	2.718229	1.0	5.0	1.0	3.138166	3.0	1.0	0.0	2.544825	2.0	0.0	-2.0	3.394795	1.0	3.0	1.0	2.604983	0.0	6.0	1.0	1
8.472297	1.0	1.0	0.0	2.724359	1.0	5.0	1.0	3.143392	3.0	1.0	0.0	2.541033	2.0	0.0	-2.0	3.402547	1.0	3.0	1.0	2.609626	0.0	6.0	1.0	1
8.471532	1.0	1.0	0.0	2.724461	1.0	5.0	1.0	3.142711	3.0	1.0	0.0	2.540919	2.0	0.0	-2.0	3.40191	1.0	3.0	1.0	2.610256	0.0	6.0	1.0	1
8.473006	1.0	1.0	0.0	2.72491	1.0	5.0	1.0	3.143306	3.0	1.0	0.0	2.540736	2.0	0.0	-2.0	3.402574	1.0	3.0	1.0	2.61053	0.0	6.0	1.0	1
8.472129	1.0	1.0	0.0	2.724123	1.0	5.0	1.0	3.143232	3.0	1.0	0.0	2.53966	2.0	0.0	-2.0	3.401879	1.0	3.0	1.0	2.609486	0.0	6.0	1.0	1
8.464917	1.0	1.0	0.0	2.721733	1.0	5.0	1.0	3.140784	3.0	1.0	0.0	2.541616	2.0	0.0	-2.0	3.39942	1.0	3.0	1.0	2.607391	0.0	6.0	1.0	1
8.476428	1.0	1.0	0.0	2.72454	1.0	5.0	1.0	3.144961	3.0	1.0	0.0	2.54319	2.0	0.0	-2.0	3.402062	1.0	3.0	1.0	2.610455	0.0	6.0	1.0	1
8.465694	1.0	1.0	0.0	2.724125	1.0	5.0	1.0	3.140399	3.0	1.0	0.0	2.543468	2.0	0.0	-2.0	3.402196	1.0	3.0	1.0	2.609973	0.0	6.0	1.0	1
8.469621	1.0	1.0	0.0	2.725152	1.0	5.0	1.0	3.141997	3.0	1.0	0.0	2.545553	2.0	0.0	-2.0	3.403673	1.0	3.0	1.0	2.610953	0.0	6.0	1.0	1
8.485022	1.0	1.0	0.0	2.727306	1.0	5.0	1.0	3.148086	3.0	1.0	0.0	2.543871	2.0	0.0	-2.0	3.405357	1.0	3.0	1.0	2.612959	0.0	6.0	1.0	1
8.47945	1.0	1.0	0.0	2.725604	1.0	5.0	1.0	3.145814	3.0	1.0	0.0	2.543415	2.0	0.0	-2.0	3.402776	1.0	3.0	1.0	2.611805	0.0	6.0	1.0	1
11.617676	0.0	0.0	1.0	2.951623	3.0	1.0	0.0	3.064839	3.0	1.0	-1.0	2.937976	2.0	0.0	3.0	2.321161	5.0	1.0	0.0	3.079345	4.0	0.0	-4.0	1
2.44784	1.0	1.0	1.0	2.863755	4.0	0.0	0.0	2.72949	0.0	0.0	2.0	2.25095	3.0	1.0	-1.0	2.021585	1.0	1.0	-2.0	1.387984	5.0	1.0	2.0	1
5.319655	2.0	0.0	-2.0	5.235566	2.0	0.0	2.0	4.914658	1.0	1.0	-1.0	2.617783	4.0	0.0	4.0	2.659827	4.0	0.0	-4.0	2.141745	2.0	2.0	-4.0	1
3.185659	4.0	2.0	0.0	2.97377	0.0	2.0	2.0	3.095125	4.0	2.0	-1.0	3.653984	3.0	1.0	1.0	3.439151	1.0	1.0	-2.0	7.882132	2.0	0.0	0.0	1
4.088513	2.0	0.0	-1.0	3.206931	0.0	0.0	2.0	3.741083	1.0	3.0	0.0	3.231283	2.0	0.0	-2.0	3.224288	2.0	2.0	0.0	3.24775	0.0	4.0	0.0	1
4.097547	2.0	0.0	-1.0	3.210219	0.0	0.0	2.0	3.745327	1.0	3.0	0.0	3.233713	2.0	2.0	0.0	3.232594	2.0	0.0	-2.0	3.2485	0.0	4.0	0.0	1
4.122128	2.0	0.0	-1.0	3.213883	0.0	0.0	2.0	3.245757	2.0	2.0	0.0	3.747294	1.0	3.0	0.0	3.245634	2.0	0.0	-2.0	3.245	0.0	4.0	0.0	1
3.209487	0.0	0.0	2.0	4.106721	2.0	0.0	-1.0	3.234795	2.0	2.0	0.0	3.74172	1.0	3.0	0.0	3.238839	2.0	0.0	-2.0	3.24325	0.0	4.0	0.0	1
4.108852	2.0	0.0	-1.0	3.210921	0.0	0.0	2.0	3.742328	1.0	3.0	0.0	3.238358	2.0	2.0	0.0	3.237845	2.0	0.0	-2.0	3.24225	0.0	4.0	0.0	1
3.526872	3.0	1.0	1.0	3.07375	0.0	2.0	0.0	4.971071	1.0	1.0	1.0	3.859875	1.0	1.0	-3.0	2.485536	2.0	2.0	2.0	9.15634	2.0	0.0	-1.0	1
3.554799	1.0	1.0	0.0	3.091999	0.0	0.0	2.0	5.060151	2.0	0.0	-1.0	2.676954	3.0	1.0	-1.0	1.8675	0.0	2.0	0.0	3.704754	2.0	0.0	1.0	1
3.563932	1.0	1.0	0.0	3.092895	0.0	0.0	2.0	5.06342	2.0	0.0	-1.0	2.681649	3.0	1.0	-1.0	3.705776	2.0	0.0	1.0	1.8727	0.0	2.0	0.0	1
3.572433	1.0	1.0	0.0	0.770405	14.0	2.0	-4.0	3.094618	0.0	0.0	2.0	5.068414	2.0	0.0	-1.0	2.686439	3.0	1.0	-1.0	3.707388	2.0	0.0	1.0	1
3.587964	1.0	1.0	0.0	3.097722	0.0	0.0	2.0	5.075641	2.0	0.0	-1.0	3.71063	2.0	0.0	1.0	2.694719	3.0	1.0	-1.0	1.8863	0.0	2.0	0.0	1
3.589832	1.0	1.0	0.0	3.097376	0.0	0.0	2.0	5.076399	2.0	0.0	-1.0	3.709824	2.0	0.0	1.0	2.695688	3.0	1.0	-1.0	1.8874	0.0	2.0	0.0	1
8.155	0.0	2.0	0.0	3.05078	1.0	3.0	2.0	2.827146	2.0	4.0	1.0	3.023699	3.0	1.0	-2.0	2.886469	2.0	0.0	-3.0	2.901255	3.0	3.0	-1.0	1
8.1665	0.0	2.0	0.0	3.053907	1.0	3.0	2.0	2.831976	2.0	4.0	1.0	3.043202	3.0	1.0	-2.0	2.900593	2.0	0.0	-3.0	2.91529	3.0	3.0	-1.0	1
8.1285	0.0	2.0	0.0	3.037483	1.0	3.0	2.0	2.816226	2.0	4.0	1.0	3.017662	3.0	1.0	-2.0	2.893864	3.0	3.0	-1.0	2.878673	2.0	0.0	-3.0	1
2.695567	1.0	5.0	1.0	8.364223	1.0	1.0	0.0	3.10574	3.0	1.0	0.0	2.550114	2.0	0.0	-2.0	3.377055	1.0	3.0	1.0	2.580158	0.0	6.0	1.0	1
3.627714	1.0	1.0	-2.0	3.06581	1.0	1.0	2.0	4.5041	0.0	2.0	0.0	2.567679	1.0	3.0	-1.0	2.665169	0.0	2.0	3.0	3.334164	0.0	2.0	2.0	1
3.619389	1.0	1.0	-2.0	3.072713	1.0	1.0	2.0	4.50975	0.0	2.0	0.0	2.569639	1.0	3.0	-1.0	2.66272	0.0	2.0	3.0	2.593846	1.0	3.0	0.0	1
8.35152	1.0	1.0	0.0	2.702559	1.0	5.0	1.0	3.098293	3.0	1.0	0.0	2.546037	2.0	0.0	-2.0	2.585899	0.0	6.0	1.0	3.386655	1.0	3.0	1.0	1
6.6545	0.0	2.0	0.0	3.200484	1.0	3.0	-1.0	7.908187	1.0	1.0	0.0	2.721274	2.0	2.0	1.0	2.982013	2.0	0.0	1.0	4.365938	1.0	1.0	-1.0	1
2.669305	1.0	3.0	-1.0	3.5197	0.0	2.0	2.0	3.778468	1.0	1.0	-2.0	10.646902	0.0	0.0	1.0	3.26786	1.0	1.0	2.0	4.039699	1.0	1.0	1.0	1
10.092085	0.0	0.0	1.0	2.652604	1.0	3.0	-1.0	3.364028	0.0	0.0	3.0	2.464302	1.0	3.0	-2.0	2.646785	2.0	0.0	0.0	2.198705	1.0	3.0	-3.0	1
10.146951	0.0	0.0	1.0	2.654393	1.0	3.0	-1.0	3.382317	0.0	0.0	3.0	2.465476	1.0	3.0	-2.0	2.200481	1.0	3.0	-3.0	2.652691	2.0	0.0	0.0	1
10.164526	0.0	0.0	1.0	2.657148	1.0	3.0	-1.0	3.388175	0.0	0.0	3.0	2.46861	1.0	3.0	-2.0	3.181431	1.0	1.0	2.0	3.714032	1.0	1.0	-2.0	1
10.130082	0.0	0.0	1.0	2.650713	1.0	3.0	-1.0	3.376694	0.0	0.0	3.0	2.462257	1.0	3.0	-2.0	2.64791	2.0	0.0	0.0	2.197658	1.0	3.0	-3.0	1
10.116946	0.0	0.0	1.0	2.646909	1.0	3.0	-1.0	3.372315	0.0	0.0	3.0	2.458879	1.0	3.0	-2.0	2.643807	2.0	0.0	0.0	2.194753	1.0	3.0	-3.0	1
10.11862	0.0	0.0	1.0	2.642529	1.0	3.0	-1.0	3.372873	0.0	0.0	3.0	2.455715	1.0	3.0	-2.0	2.638701	2.0	0.0	0.0	3.4222	0.0	2.0	2.0	1
10.100958	0.0	0.0	1.0	2.64095	1.0	3.0	-1.0	3.366986	0.0	0.0	3.0	3.159593	1.0	1.0	2.0	3.693065	1.0	1.0	-2.0	2.453901	1.0	3.0	-2.0	1
10.100422	0.0	0.0	1.0	2.639888	1.0	3.0	-1.0	3.366807	0.0	0.0	3.0	2.453494	1.0	3.0	-2.0	2.635171	2.0	0.0	0.0	2.190761	1.0	3.0	-3.0	1
10.119847	0.0	0.0	1.0	2.646936	1.0	3.0	-1.0	3.373282	0.0	0.0	3.0	5.059924	0.0	0.0	2.0	2.458878	1.0	3.0	-2.0	2.194795	1.0	3.0	-3.0	1
10.160343	0.0	0.0	1.0	2.662131	1.0	3.0	-1.0	2.472239	1.0	3.0	-2.0	3.386781	0.0	0.0	3.0	0.770421	1.0	9.0	-9.0	2.660232	2.0	0.0	0.0	1
10.119749	0.0	0.0	1.0	2.646672	1.0	3.0	-1.0	3.37325	0.0	0.0	3.0	2.458689	1.0	3.0	-2.0	2.644417	2.0	0.0	0.0	2.194675	1.0	3.0	-3.0	1
9.95116	0.0	0.0	1.0	3.317053	0.0	0.0	3.0	2.427892	1.0	3.0	-2.0	2.617277	1.0	3.0	-1.0	4.554789	1.0	1.0	0.0	4.399373	1.0	1.0	-1.0	1
9.954025	0.0	0.0	1.0	3.318008	0.0	0.0	3.0	2.428269	1.0	3.0	-2.0	4.555658	1.0	1.0	0.0	2.617681	1.0	3.0	-1.0	2.433026	2.0	0.0	1.0	1
9.952691	0.0	0.0	1.0	3.317564	0.0	0.0	3.0	2.426902	1.0	3.0	-2.0	4.554442	1.0	1.0	0.0	2.615999	1.0	3.0	-1.0	2.432789	2.0	0.0	1.0	1
4.122128	2.0	0.0	-1.0	3.213883	0.0	0.0	2.0	3.245757	2.0	2.0	0.0	3.747294	1.0	3.0	0.0	3.245634	2.0	0.0	-2.0	3.245	0.0	4.0	0.0	1
4.106721	2.0	0.0	-1.0	3.209487	0.0	0.0	2.0	3.234795	2.0	2.0	0.0	3.74172	1.0	3.0	0.0	3.238839	2.0	0.0	-2.0	3.24325	0.0	4.0	0.0	1
4.108852	2.0	0.0	-1.0	3.210921	0.0	0.0	2.0	3.742328	1.0	3.0	0.0	3.238358	2.0	2.0	0.0	3.237845	2.0	0.0	-2.0	3.24225	0.0	4.0	0.0	1
7.258805	0.0	0.0	1.0	2.527274	15.0	3.0	-1.0	2.527779	30.0	0.0	1.0	3.623008	2.0	0.0	-2.0	3.607324	2.0	0.0	2.0	2.170546	15.0	3.0	-2.0	1
8.436861	1.0	1.0	0.0	2.726517	1.0	5.0	1.0	3.133488	3.0	1.0	0.0	2.560915	2.0	0.0	-2.0	3.423269	1.0	3.0	1.0	2.603017	0.0	6.0	1.0	1
8.538554	1.0	1.0	0.0	2.725117	1.0	5.0	1.0	3.18032	3.0	1.0	0.0	2.544664	2.0	0.0	-2.0	3.419844	1.0	3.0	1.0	2.348461	3.0	5.0	-1.0	1
8.550965	1.0	1.0	0.0	2.729527	1.0	5.0	1.0	3.184559	3.0	1.0	0.0	2.554841	2.0	0.0	-2.0	2.603249	0.0	6.0	1.0	3.424748	1.0	3.0	1.0	1
12.218765	0.0	0.0	1.0	2.82904	3.0	7.0	0.0	2.627071	3.0	7.0	1.0	4.341986	3.0	3.0	-2.0	3.054691	0.0	0.0	4.0	2.606452	6.0	0.0	-4.0	1
3.046761	2.0	4.0	-1.0	4.27074	2.0	0.0	1.0	6.609489	2.0	0.0	0.0	3.810133	2.0	0.0	-2.0	7.06445	0.0	2.0	0.0	4.582808	2.0	2.0	-1.0	1
5.33843	2.0	0.0	-1.0	2.209775	5.0	1.0	-1.0	2.729246	3.0	1.0	0.0	3.684002	4.0	0.0	-1.0	8.175786	2.0	0.0	0.0	1.862545	7.0	1.0	-1.0	1
6.6125	0.0	2.0	0.0	7.787756	1.0	1.0	0.0	3.160467	1.0	3.0	-1.0	4.817782	2.0	0.0	0.0	2.932985	2.0	0.0	1.0	3.801159	2.0	0.0	-1.0	1
2.580816	1.0	1.0	-3.0	2.06025	0.0	2.0	0.0	2.591632	5.0	1.0	-1.0	2.294185	5.0	1.0	1.0	2.909777	3.0	1.0	1.0	0.772488	14.0	4.0	-1.0	1
2.80787	1.0	1.0	2.0	2.823851	4.0	0.0	-2.0	0.770891	13.0	3.0	2.0	2.16777	5.0	1.0	0.0	1.851586	3.0	1.0	-4.0	1.865	0.0	2.0	0.0	1
8.494469	1.0	1.0	0.0	8.155	0.0	2.0	0.0	6.793306	0.0	0.0	1.0	3.136146	2.0	4.0	-2.0	4.247234	2.0	2.0	0.0	4.160866	1.0	1.0	-2.0	1
3.432182	2.0	0.0	-8.0	3.383963	2.0	0.0	8.0	2.933485	3.0	1.0	3.0	2.950939	3.0	1.0	-3.0	2.866506	3.0	1.0	-4.0	2.066	0.0	2.0	0.0	1
10.23172	0.0	0.0	1.0	2.553491	1.0	7.0	-2.0	3.410573	0.0	0.0	3.0	4.345273	1.0	3.0	0.0	2.76374	1.0	7.0	-1.0	2.449491	2.0	0.0	1.0	1
3.085762	2.0	2.0	-2.0	6.575827	2.0	0.0	-1.0	4.323659	2.0	2.0	-1.0	3.125979	1.0	3.0	1.0	3.100795	3.0	3.0	-1.0	2.914715	4.0	0.0	1.0	1
3.508612	1.0	1.0	1.0	3.337073	2.0	2.0	0.0	3.486491	3.0	1.0	-1.0	4.662365	2.0	0.0	-1.0	1.865261	3.0	3.0	1.0	3.994	0.0	2.0	0.0	1
2.993805	1.0	1.0	-2.0	4.43397	1.0	1.0	0.0	4.091233	2.0	0.0	0.0	2.862674	1.0	1.0	2.0	2.422851	3.0	1.0	0.0	2.63785	0.0	2.0	0.0	1
3.452962	1.0	1.0	-1.0	5.806879	2.0	0.0	0.0	2.18055	0.0	2.0	1.0	3.064097	3.0	1.0	0.0	4.602927	1.0	1.0	0.0	2.990832	4.0	0.0	-1.0	1
7.504151	2.0	0.0	0.0	0.77074	14.0	2.0	-8.0	3.017423	3.0	1.0	0.0	1.8915	0.0	2.0	0.0	9.037799	0.0	0.0	1.0	2.943936	3.0	1.0	-1.0	1
3.196781	2.0	2.0	2.0	3.224885	2.0	2.0	-3.0	3.217414	4.0	2.0	-1.0	3.460048	1.0	3.0	1.0	2.9095	0.0	4.0	0.0	2.241326	6.0	0.0	-4.0	1
2.883067	3.0	3.0	-1.0	2.899659	1.0	3.0	5.0	0.770357	11.0	3.0	-16.0	2.03604	2.0	6.0	-6.0	2.882998	0.0	6.0	0.0	2.875806	2.0	0.0	-6.0	1
3.756502	3.0	1.0	1.0	5.824061	2.0	0.0	-1.0	7.417005	1.0	1.0	0.0	3.284436	2.0	2.0	1.0	3.352216	1.0	1.0	2.0	2.8297	0.0	2.0	2.0	1
3.061709	4.0	4.0	1.0	1.453612	3.0	7.0	-6.0	2.215057	5.0	7.0	-2.0	3.011994	6.0	0.0	-2.0	2.982913	6.0	2.0	0.0	2.626882	5.0	3.0	-3.0	1
3.376623	4.0	2.0	0.0	3.130599	0.0	2.0	2.0	3.615309	1.0	1.0	-2.0	8.34759	2.0	0.0	0.0	3.852534	3.0	1.0	1.0	3.281449	4.0	2.0	-1.0	1
3.376922	4.0	2.0	0.0	3.133873	0.0	2.0	2.0	3.616213	1.0	1.0	-2.0	8.351408	2.0	0.0	0.0	3.863776	3.0	1.0	1.0	3.275571	4.0	2.0	-1.0	1
3.365235	4.0	2.0	0.0	3.136803	0.0	2.0	2.0	3.642135	1.0	1.0	-2.0	3.834958	3.0	1.0	1.0	3.289267	4.0	2.0	-1.0	8.334999	2.0	0.0	0.0	1
3.339756	4.0	2.0	0.0	3.122924	0.0	2.0	2.0	3.823329	3.0	1.0	1.0	3.621508	1.0	1.0	-2.0	0.770808	18.0	8.0	0.0	3.255755	4.0	2.0	-1.0	1
3.243163	2.0	0.0	-1.0	3.190496	2.0	0.0	1.0	4.702367	2.0	0.0	0.0	2.414321	0.0	4.0	1.0	2.459233	2.0	4.0	0.0	2.155658	2.0	4.0	-1.0	1
7.273846	2.0	0.0	0.0	3.379754	1.0	1.0	-1.0	9.500881	0.0	0.0	1.0	3.074366	4.0	0.0	1.0	2.911805	4.0	0.0	-3.0	2.724893	3.0	1.0	-2.0	1
6.7035	0.0	2.0	0.0	7.852428	1.0	1.0	0.0	2.522265	2.0	4.0	-1.0	3.190585	1.0	3.0	-1.0	2.689592	2.0	2.0	1.0	2.948109	3.0	1.0	-1.0	1
6.695	0.0	2.0	0.0	3.192932	1.0	3.0	-1.0	2.523835	2.0	4.0	-1.0	2.70143	2.0	2.0	1.0	2.952448	2.0	0.0	1.0	7.878263	1.0	1.0	0.0	1
4.442046	0.0	2.0	1.0	2.427564	2.0	6.0	-1.0	3.112594	3.0	1.0	0.0	2.63588	1.0	1.0	-2.0	8.391818	1.0	1.0	0.0	2.551928	0.0	0.0	2.0	1
2.792607	2.0	2.0	1.0	3.293698	6.0	0.0	0.0	3.756979	3.0	1.0	-1.0	3.450681	3.0	1.0	1.0	3.050864	5.0	1.0	-1.0	2.672765	2.0	0.0	-2.0	1
2.785137	2.0	2.0	1.0	9.803166	2.0	0.0	0.0	3.747648	3.0	1.0	-1.0	3.437399	3.0	1.0	1.0	3.038051	5.0	1.0	-1.0	2.671703	2.0	0.0	-2.0	1
2.861523	3.0	1.0	1.0	3.446633	1.0	1.0	-3.0	3.541258	2.0	0.0	4.0	3.240228	2.0	0.0	-6.0	3.307797	4.0	0.0	-2.0	2.960345	3.0	1.0	0.0	1
8.917296	1.0	1.0	-1.0	11.414456	0.0	0.0	1.0	7.306015	2.0	0.0	0.0	7.535916	2.0	0.0	-2.0	5.412824	3.0	1.0	-1.0	3.263769	1.0	3.0	1.0	1
8.929838	1.0	1.0	-1.0	7.304527	2.0	0.0	0.0	9.7157	2.0	0.0	-1.0	11.460291	0.0	0.0	1.0	3.661104	2.0	2.0	1.0	3.050592	4.0	2.0	0.0	1
8.918286	1.0	1.0	-1.0	11.421052	0.0	0.0	1.0	7.311737	2.0	0.0	0.0	9.762278	2.0	0.0	-1.0	3.653235	2.0	2.0	1.0	3.049993	4.0	2.0	0.0	1
10.013477	0.0	0.0	1.0	3.393547	0.0	2.0	2.0	2.624358	1.0	3.0	-1.0	3.140784	1.0	1.0	2.0	3.337826	0.0	0.0	3.0	3.663308	1.0	1.0	-2.0	1
9.947358	0.0	0.0	1.0	2.617801	1.0	3.0	-1.0	3.315786	0.0	0.0	3.0	3.12916	1.0	1.0	2.0	3.379055	0.0	2.0	2.0	3.646704	1.0	1.0	-2.0	1
9.948713	0.0	0.0	1.0	3.316238	0.0	0.0	3.0	2.165208	1.0	3.0	-3.0	2.617741	1.0	3.0	-1.0	2.428828	1.0	3.0	-2.0	2.165648	2.0	0.0	2.0	1
10.063467	0.0	0.0	1.0	3.40669	0.0	2.0	2.0	2.632282	1.0	3.0	-1.0	3.354489	0.0	0.0	3.0	2.929619	1.0	1.0	-3.0	2.445487	1.0	3.0	-2.0	1
10.081841	0.0	0.0	1.0	3.408338	0.0	2.0	2.0	2.630624	1.0	3.0	-1.0	3.360614	0.0	0.0	3.0	2.928034	1.0	1.0	-3.0	2.443656	1.0	3.0	-2.0	1
10.085648	0.0	0.0	1.0	3.408726	0.0	2.0	2.0	2.631991	1.0	3.0	-1.0	3.361883	0.0	0.0	3.0	2.932766	1.0	1.0	-3.0	2.445449	1.0	3.0	-2.0	1
10.059498	0.0	0.0	1.0	3.406074	0.0	2.0	2.0	2.632338	1.0	3.0	-1.0	3.353166	0.0	0.0	3.0	2.928411	1.0	1.0	-3.0	2.445214	1.0	3.0	-2.0	1
10.051196	0.0	0.0	1.0	3.401597	0.0	2.0	2.0	2.627712	1.0	3.0	-1.0	3.350399	0.0	0.0	3.0	2.923501	1.0	1.0	-3.0	2.440871	1.0	3.0	-2.0	1
10.077173	0.0	0.0	1.0	2.617855	1.0	3.0	-1.0	3.398593	0.0	2.0	2.0	3.359058	0.0	0.0	3.0	3.149844	1.0	1.0	2.0	3.663283	1.0	1.0	-2.0	1
