   h    k    l      d (Å)      F(real)      F(imag)          |F|         2θ          I    M
   0   18    5   0.716453    43.225343     2.816754       43.317   -1.#IND0   -1.#IND0    4
  11   15   -1   0.716309     7.375476    -0.241012      7.37941   -1.#IND0   -1.#IND0    4
  12    8    1   0.716258     8.876512    -0.089730      8.87697   -1.#IND0   -1.#IND0    4
  11   15   -2   0.716204    23.618276     3.143373      23.8265   -1.#IND0   -1.#IND0    4
   1   25   -1   0.715870     9.209913    -2.045395      9.43431   -1.#IND0   -1.#IND0    4
  13    7   -3   0.715027   -17.361860    -2.023592      17.4794   -1.#IND0   -1.#IND0    4
  10    8    3   0.714952    24.897653     0.269894      24.8991   -1.#IND0   -1.#IND0    4
   4    8   -7   0.714830     2.754700    -0.397448      2.78322   -1.#IND0   -1.#IND0    4
   9    5    4   0.714766    22.627194    -0.808531      22.6416   -1.#IND0   -1.#IND0    4
   8   10    4   0.714733     4.714224     1.766865      5.03445   -1.#IND0   -1.#IND0    4
   9    9   -6   0.714393   -38.895680    -4.320891      39.1349   -1.#IND0   -1.#IND0    4
   7   13    4   0.714020    -2.884008    -0.797458      2.99223   -1.#IND0   -1.#IND0    4
   1    1    7   0.713908    -3.598086     0.434447      3.62422   -1.#IND0   -1.#IND0    4
   2   20    4   0.713642   -33.029908    -4.632598      33.3532   -1.#IND0   -1.#IND0    4
   1    7   -7   0.713640    -5.357437    -2.056729      5.73866   -1.#IND0   -1.#IND0    4
   9   19   -2   0.713305   -43.589331    -3.025880      43.6942   -1.#IND0   -1.#IND0    4
  11    9    2   0.713218   -22.160551    -4.118005      22.5399   -1.#IND0   -1.#IND0    4
  13    3   -4   0.713118    25.162846     2.901931      25.3296   -1.#IND0   -1.#IND0    4
   7   19   -4   0.712952   -21.843385    -1.672001      21.9073   -1.#IND0   -1.#IND0    4
   1   13    6   0.712792    10.556693     0.093177      10.5571   -1.#IND0   -1.#IND0    4
   5    1    6   0.712740    35.055075     2.908230      35.1755   -1.#IND0   -1.#IND0    4
   3   23   -3   0.712646    23.739217     3.187626      23.9523   -1.#IND0   -1.#IND0    4
  10    6   -6   0.712604   -15.786563    -1.589530      15.8664   -1.#IND0   -1.#IND0    4
  11    9   -5   0.712497     0.692760     1.610122      1.75283   -1.#IND0   -1.#IND0    4
   2    8   -7   0.712492   -10.442295    -1.255083      10.5175   -1.#IND0   -1.#IND0    4
   6   10    5   0.712118     5.583022     0.050994      5.58325   -1.#IND0   -1.#IND0    4
   1   25    1   0.712090   -40.155790    -5.873978      40.5831   -1.#IND0   -1.#IND0    4
  12    4   -5   0.711916   -18.712689    -1.842182      18.8031   -1.#IND0   -1.#IND0    4
   0   14    6   0.711122     1.602042     1.421690       2.1419   -1.#IND0   -1.#IND0    4
   8   18   -4   0.710981    10.780476     3.100655      11.2175   -1.#IND0   -1.#IND0    4
   3   15   -6   0.710907   -43.023900    -1.080394      43.0375   -1.#IND0   -1.#IND0    4
   6   22    1   0.710818     4.734858    -1.301388      4.91045   -1.#IND0   -1.#IND0    4
   5   17    4   0.710585    21.403750     0.747648      21.4168   -1.#IND0   -1.#IND0    4
  10   12   -5   0.710202    16.055798     2.363296      16.2288   -1.#IND0   -1.#IND0    4
   7    5   -7   0.709940     6.206422     3.351251      7.05341   -1.#IND0   -1.#IND0    4
   6   20   -4   0.709839    30.076657    -1.020168       30.094   -1.#IND0   -1.#IND0    4
   5   23    1   0.709776    17.918993     2.580281      18.1038   -1.#IND0   -1.#IND0    4
   0    6    7   0.709698    25.688646     2.616525      25.8216   -1.#IND0   -1.#IND0    4
   1    3    7   0.709496   -45.578331    -4.259025      45.7769   -1.#IND0   -1.#IND0    4
   2   12    6   0.709385   -60.304250    -1.906155      60.3344   -1.#IND0   -1.#IND0    4
   7   17    3   0.709230    26.164596     2.379155      26.2725   -1.#IND0   -1.#IND0    4
  12    0    2   0.708377   111.330998    11.419010      111.915   -1.#IND0   -1.#IND0    2
   5    3    6   0.708350    -2.104543     0.998797      2.32953   -1.#IND0   -1.#IND0    4
  13    9   -2   0.707546   -37.885206    -4.853420      38.1948   -1.#IND0   -1.#IND0    4
   9   19    0   0.707239    13.174864     0.555227      13.1866   -1.#IND0   -1.#IND0    4
   4    8    6   0.707185   -16.691306    -2.120909      16.8255   -1.#IND0   -1.#IND0    4
   7   13   -6   0.707130   -18.320092    -1.330932      18.3684   -1.#IND0   -1.#IND0    4
   8    0   -7   0.707010   -13.591896    -2.692464       13.856   -1.#IND0   -1.#IND0    2
   6   14   -6   0.706893     6.658048     1.503451      6.82568   -1.#IND0   -1.#IND0    4
   2   24    2   0.706881    21.709549     1.495140       21.761   -1.#IND0   -1.#IND0    4
   7   21    1   0.706829   -33.821641    -2.861685      33.9425   -1.#IND0   -1.#IND0    4
  12   12   -3   0.706814    18.058959     1.896007      18.1582   -1.#IND0   -1.#IND0    4
   3    9   -7   0.706327    20.210097     2.748208      20.3961   -1.#IND0   -1.#IND0    4
   3   19   -5   0.706226    24.932830     1.967266      25.0103   -1.#IND0   -1.#IND0    4
  12    2    2   0.706212   -29.436382    -3.144670      29.6039   -1.#IND0   -1.#IND0    4
   1   23    3   0.706172    15.580369     3.291446      15.9242   -1.#IND0   -1.#IND0    4
  11   13    1   0.706034     6.749985     1.452083      6.90441   -1.#IND0   -1.#IND0    4
  11   13   -4   0.705534    17.752922     0.130369      17.7534   -1.#IND0   -1.#IND0    4
   4   24   -2   0.705488   -16.928209    -3.466033      17.2794   -1.#IND0   -1.#IND0    4
   5   13    5   0.705406    31.739977     3.389849      31.9205   -1.#IND0   -1.#IND0    4
  12   10   -4   0.705295    17.854803     2.771902      18.0687   -1.#IND0   -1.#IND0    4
   7    7    5   0.705098    30.610612     1.068180      30.6292   -1.#IND0   -1.#IND0    4
   3   25    0   0.705029    32.475516     3.890121      32.7077   -1.#IND0   -1.#IND0    4
   8    2   -7   0.704857    23.534151     3.495456      23.7923   -1.#IND0   -1.#IND0    4
   1   21    4   0.704590    36.125150     4.206112      36.3692   -1.#IND0   -1.#IND0    4
   1   15   -6   0.704480    31.925376     3.377118      32.1035   -1.#IND0   -1.#IND0    4
  13    5   -4   0.704403    -9.803935    -1.697441       9.9498   -1.#IND0   -1.#IND0    4
  13    7    0   0.704199    14.039471     3.884149      14.5669   -1.#IND0   -1.#IND0    4
   7   21   -3   0.704132    20.828384    -0.044930      20.8284   -1.#IND0   -1.#IND0    4
   9   17   -4   0.704053     3.457062    -0.344099      3.47414   -1.#IND0   -1.#IND0    4
   8   18    2   0.704028    26.986840     4.115619      27.2989   -1.#IND0   -1.#IND0    4
  13    9   -1   0.703995   -13.173343     0.696962      13.1918   -1.#IND0   -1.#IND0    4
   7   17   -5   0.703812    85.786877     8.377388      86.1949   -1.#IND0   -1.#IND0    4
   3   25   -1   0.703785   -68.032272    -6.473759      68.3396   -1.#IND0   -1.#IND0    4
   4   24    1   0.703771     4.476142     1.537661      4.73289   -1.#IND0   -1.#IND0    4
   1   19   -5   0.703512   -14.179226    -0.053342      14.1793   -1.#IND0   -1.#IND0    4
  11   15    0   0.702743    -3.620958     0.430877       3.6465   -1.#IND0   -1.#IND0    4
   8   20   -3   0.702555   -13.437507     1.495046      13.5204   -1.#IND0   -1.#IND0    4
  11   15   -3   0.702447   -13.165033    -1.809290      13.2888   -1.#IND0   -1.#IND0    4
  11    1    3   0.702437    11.014561     1.627603      11.1342   -1.#IND0   -1.#IND0    4
   8   12   -6   0.702428   -57.833891    -2.893732      57.9062   -1.#IND0   -1.#IND0    4
  14    0   -2   0.702362    -0.662905     3.989925      4.04462   -1.#IND0   -1.#IND0    2
  10   16    1   0.701870    20.304215     4.852082      20.8759   -1.#IND0   -1.#IND0    4
   5   21   -4   0.701839    11.574633     2.409854      11.8228   -1.#IND0   -1.#IND0    4
  10   18   -1   0.701809    43.641455     2.673699      43.7233   -1.#IND0   -1.#IND0    4
   5   15   -6   0.701730    35.613034     3.021084      35.7409   -1.#IND0   -1.#IND0    4
   9    7    4   0.701723    15.187355     3.607484      15.6099   -1.#IND0   -1.#IND0    4
  12   12    0   0.701671   -60.761473    -2.417178      60.8095   -1.#IND0   -1.#IND0    4
   8   16   -5   0.701596    44.079491     5.952425      44.4796   -1.#IND0   -1.#IND0    4
  11    1   -6   0.701552    22.554300     1.132881      22.5827   -1.#IND0   -1.#IND0    4
   6    8   -7   0.701427    -8.624329    -1.201911      8.70768   -1.#IND0   -1.#IND0    4
   6   18   -5   0.701136    16.284870    -1.436672      16.3481   -1.#IND0   -1.#IND0    4
  12    6   -5   0.701126    -7.974116     1.816019      8.17829   -1.#IND0   -1.#IND0    4
   3   11    6   0.701113    13.948892     4.845554      14.7665   -1.#IND0   -1.#IND0    4
   1    5    7   0.700912    84.895141     8.400837      85.3098   -1.#IND0   -1.#IND0    4
   5    9   -7   0.700872    -2.984272     1.715280       3.4421   -1.#IND0   -1.#IND0    4
   6   22   -3   0.700814    -0.447848    -1.978004      2.02807   -1.#IND0   -1.#IND0    4
   9   13    3   0.700721   -10.475276     0.962076      10.5194   -1.#IND0   -1.#IND0    4
  14    2   -2   0.700251    13.202608    -1.945367      13.3452   -1.#IND0   -1.#IND0    4
